Tweets,AuthorID,label,data_type
If I think ima legend. Ima legend. It’s really that simple lol https://t.co/Y1oqed5Spk,35936474,2,train
I be confused too https://t.co/zdafd8sj2f,35936474,2,train
Can’t ask mediocre people about legendary activities… https://t.co/jmb7eIj7Q2,35936474,2,train
Good shit 12..,35936474,2,train
"https://t.co/SYzlw8IifB

Flow aging like wine",35936474,2,train
"I Love my @TexasMBB family, coach is really building something special there. Lock in https://t.co/KxY4EFAOt9",35936474,2,train
@Spray_Npray @JohnKincade He’s desperate. So sad,35936474,2,train
"16th training camp today, im old as shit in nba years. Wishing a fun and healthy season for the whole nba today, thanks to all the supporters out there, it’s much appreciated! Let’s get it",35936474,2,train
This shit here is why I don’t like talkin to lames like you. This isn’t the question he asked but you love engagement on twitter so u will twist shit up. https://t.co/nXOnu2jd9v,35936474,2,train
Elite https://t.co/rpn6kOynTs,35936474,2,train
https://t.co/JqpDZ6KWqT,35936474,2,val
@vicdemone2k What can’t he do on offense?,35936474,2,train
@vicdemone2k Middletons bag is deep. U sleep my boy,35936474,2,train
I disagree https://t.co/f3RULI2juv,35936474,2,train
I agree https://t.co/UjaxE00TWP,35936474,2,train
Does an array of dribbling moves make your bag deep or is it the variety in your shot selection?,35936474,2,val
#Eyes https://t.co/59a3Ns81SE,35936474,2,train
Waddle And Reek ran Four Verticals every play man,35936474,2,train
"I feel hurt watching that Cleveland game, tough L. GGz Jets",35936474,2,train
#8 has gone to another level. That’s 4 TDs and countin.,35936474,2,train
Marshon Lattimore be teaching a class every Sunday,35936474,2,train
Family ties https://t.co/2mcmFB5vY1,35936474,2,train
I know your daddy mad at that drop Sante. That’s 6!!!,35936474,2,train
81 out there lookin unstoppable,35936474,2,train
#blameCardi https://t.co/jMdQyaPmMx,35936474,2,train
https://t.co/vII2dZ5zgx,35936474,2,train
"Love to all the NFL homies, I appreciate all y’all do for fans worldwide. Have a fun and healthy season…let’s get it",35936474,2,val
38 spesh one of them special ones. Gotta lock in,35936474,2,train
The minions unite https://t.co/vCOVL7rZ9o,35936474,2,train
All I asked the man is if he was 6’6 would he be good at basketball…but I’m sensitive. https://t.co/TQnshHVsqR,35936474,2,train
https://t.co/bkhkrW3h9f https://t.co/6PuiWjlffO,35936474,2,train
Need footage of your last pick up game before we confirm this hypothetical https://t.co/2FuM60ZMFa,35936474,2,train
What would u be if you were 6’6? https://t.co/GZ0TroNCmD,35936474,2,train
No https://t.co/b1dKfz2fju,35936474,2,val
"@Jordanthegoat0 I follow him lil bro, u good tho, u wasn’t aware before u woke up this morning n started tweeting me",35936474,2,train
@DCFromTheVille Or I follow dragonfly and it popped up clear as day on my timeline,35936474,2,train
"#KDthat, #KDthis…. https://t.co/geAphLrSAe",35936474,2,train
Let’s get it Pooch! https://t.co/ywWl16JDC1,35936474,2,train
I’m peacefully tweeting as I stab my plate full of scrambled eggs… https://t.co/AxR5hmxR7v,35936474,2,val
What comes with the “he is it” package?? https://t.co/fmYpxSxhTX,35936474,2,val
"U uploaded this in record timing my boy, got damn https://t.co/pCnjppbmqm",35936474,2,train
Aye @Ronnie2K I’m gonna need an explanation on why I’m not a 99? This has become laughable https://t.co/oySQUtcDP2,35936474,2,train
#blamekd and #kyrie https://t.co/aNGcvh7pf0,35936474,2,train
This got me crine. Fuck u 😂😂😂 https://t.co/iDnx2rx28F,35936474,2,train
"My brothers @CardoGotWings, @9thwonder, and @Boi1da always show up when called upon. This is no different, I appreciate it fellas..Producer Pack Vol.1 on the kd 15s!! Who should be next? https://t.co/Fugqub16VP",35936474,2,train
#blameKD https://t.co/lsPGG8xyGs,35936474,2,train
The truth matters way more my boy https://t.co/AkTudLuNkj,35936474,2,train
U gotta grow up and realize that nothing but haters reside on twitter https://t.co/XgtLvcw2i9,35936474,2,val
FYI u be looking foolish when u say that 7 doesn’t have a post game https://t.co/wAm3AFL5EH,35936474,2,train
#blameKD https://t.co/kxEWiEwmxm,35936474,2,val
I tweet too much? https://t.co/q84ZY7XS6O,35936474,2,train
There was no truth in what u said. U have no impact on anything Olden. Enjoy retirement lol https://t.co/XLreomiv12,35936474,2,train
Olden after he dropped that generational lie https://t.co/vGCQF2OSIo https://t.co/XpPbBiXYrk,35936474,2,train
I thought we were talking about football fam https://t.co/NaLKa6UjeE,35936474,2,train
The projects build character. https://t.co/EEkKysN3ew,35936474,2,train
Just say u stopped watching when Tom left https://t.co/i8fXKPu1bR,35936474,2,val
Galaxy’s were the best to me https://t.co/WDzzwWxnQ4,35936474,2,train
That’s saying a lot. I appreciate that my man. Leo Chang is a genius https://t.co/tCVMN1e0Tk,35936474,2,train
Ima random person and I’m not above talking to random people online or in the streets. Ask about me https://t.co/MAFBbBgFfo,35936474,2,train
I swear I’ve never met shannon sharpe a day in my life man lol how does he know what I need? https://t.co/vAh9j9CBMq,35936474,2,train
I’m not humble enough? https://t.co/j0sUzAPrIG,35936474,2,train
We not about to talk about that right now fam chill https://t.co/2QhvqTthm7,35936474,2,train
Thank u @god https://t.co/3SDdXlBk9S,35936474,2,train
"This was a bucket, bean stance was too open and gave me a hook shot going middle. Miss you my boy!!! Lol https://t.co/8UIC4zodFJ",35936474,2,train
@mambaguero @VincentFrankNFL Congrats on that man. I hope that brings u a lot of clarity In life,35936474,2,train
@ToniHouston26 U look so cool sittin on the edge of that boat with that immaculate swimsuit on. Salute,35936474,2,train
@VincentFrankNFL Salute to the tough guys who do things the tough way at all times. I wish you well In life,35936474,2,train
@sydneyisfunny They wasting time,35936474,2,val
#BLAMEKD https://t.co/BiRhf4nFyr,35936474,2,train
4-4 2 RBI’s for the first baseman https://t.co/auFsN3D2MA,35936474,2,train
Somehow this is my cousin. Ima rams fan now https://t.co/55tmW7YESH,35936474,2,train
Gods have to fellowship. It’s a must https://t.co/j9OgH3z8MO,35936474,2,train
Needed it yesterday. Can’t wait to lock in https://t.co/oU4CduOXfb,35936474,2,train
@thegingercarter Most overused phrase in the last 10 years.,35936474,2,train
"@cedfunches @JayScottSmith I get hurt and mr brown was in the living room, like “see, I told ya. I’m always right”",35936474,2,train
Today https://t.co/zKmdfMKnAy,35936474,2,val
@MikeVorkunov U get it my brother,35936474,2,train
Thanks for all you do @whoisjwright…. https://t.co/yBAbIKOlNT,35936474,2,train
"@TommyBeer @SomeSportsTalk I feel u. I think the league is in a great place, I don’t believe there will be a lockout but who really knows.",35936474,2,train
@TommyBeer @SomeSportsTalk Since you wanna speak for all media,35936474,2,train
@TommyBeer @SomeSportsTalk What about teams sitting out healthy players? We’ve seen It the last few years. That gonna get any coverage?,35936474,2,train
@TommyBeer @SomeSportsTalk And y’all have been loudest about a lockout and how much the cba needs to change.,35936474,2,train
"@TommyBeer @SomeSportsTalk Fans and media want a lockout but I don’t see one happening, Shit going too well but who really knows right?",35936474,2,val
@TommyBeer @SomeSportsTalk The nba owners have been eating very well,35936474,2,train
@TommyBeer @SomeSportsTalk You’re entitled to what u work for. Now have a great day little fella,35936474,2,train
@SomeSportsTalk @TommyBeer U don’t know what a hypocrite is my man,35936474,2,train
@SomeSportsTalk @TommyBeer U think you’re entitled to information because u pay for league pass??,35936474,2,train
"@Netswamp U need a break, it’s the summer time. Nobody is hoopin right now",35936474,2,train
@KenHeLive My biggest fan.,35936474,2,train
"I know most people will believe unnamed sources over me but if it’s anyone out there that’ll listen, I don’t plan on retiring anytime soon. Shit is comical at this point.",35936474,2,train
@Swishcantmisss Paragraphs=butthurt,35936474,2,val
"This guys has it figured out. Teach us, please https://t.co/5mMP5tds86",35936474,2,train
"@Swishcantmisss U let another Man U don’t know piss u off? Look at u, emotional. Stand up",35936474,2,train
"@jay_pea619 Well @DameFlaver just compared me to mj my boy, take that up with him.",35936474,2,val
So I’m mj now? That’s not a bad comparison. Thank u https://t.co/BdaCwB0DhY,35936474,2,train
https://t.co/evVbjyxvBK https://t.co/13llYr1Ki7,35936474,2,train
@treaplssteal Please block me.,35936474,2,train
@collado04 @BBallTalkerB Aye I be wanting people on twitter to realize that they just can’t stand to see me do well in life lol.  But to acknowledge that would make them haters so they won’t ever admit but it’s still fun trying ti get them to accept it,35936474,2,train
@BBallTalkerB And that’s fine. Enjoy that perspective my man. Not mad at u for it.,35936474,2,val
"@That_Kid_B It’s all a matter of perspective my g. U say it’s tainted, I say it’s never been stronger.",35936474,2,val
I #ruinedthegame? https://t.co/6fSktMwym9,35936474,2,train
Nice accuracy https://t.co/pT798ioP3W,35936474,2,train
U enjoy having a shitty car and getting to work and not being able to connect to the internet? https://t.co/cPUf9Zfr6W,35936474,2,train
Need it. Giancarlo one of the best ever https://t.co/ZIQTiKM91j,35936474,2,train
Tokyo court #27…@richkleiman https://t.co/aNcy88vgen,35936474,2,train
"She wanna drive da boat, im trippin Im thinking she talm bout a yacht… https://t.co/ndpbQY0A0v https://t.co/6EVqLsgMqT",35936474,2,train
NYC Point Gods is streaming now!! @shobasketball https://t.co/jA1rB0CVzB https://t.co/QkKwQoZgB1,35936474,2,train
@TessDeco @marvingarbeh @FTFonFS1 @Chris_Broussard Preach. Don’t let ‘em get in between us @fans,35936474,2,train
Bean tryna get his stance right is too funny. I Miss my dog everyday https://t.co/0YCJx5tSBY,35936474,2,train
NYC POINT GODs this Friday on @Showtime!! @shobasketball @boardroom https://t.co/DMcgPBIMLP,35936474,2,train
"I can’t tell you what the results would be, but I do know that steve kerr would’ve demanded that we put steve kerr in as many pick and rolls as possible https://t.co/PxeBdsCt3F",35936474,2,train
"Never came to the court with a ball, but I used to leave with one. https://t.co/qNLur1mXoK",35936474,2,val
@RealKrisJo My brother lol.,35936474,2,train
@RealKrisJo Salute!!!  gotta go work on your handles or layups today,35936474,2,train
@ncorbsn 🤲🏿🤲🏿🤲🏿,35936474,2,train
"Yessir..Kobe’s, Jordan’s, kai’s…bron doesn’t make 18s but I wanna try his and Giannis kicks…ain’t nothin like them god like kds tho 😎 https://t.co/3PcIXNVDoI",35936474,2,train
@ncorbsn Beat it kid lol,35936474,2,train
@ncorbsn Lol what u gonna fix my g?,35936474,2,train
https://t.co/6Wxd296Q26,35936474,2,train
"@BasketballIMO I really don’t believe it’s that deep, it wasn’t funny so I didn’t laugh, im glad u enjoyed the laugh tho, it’s therapeutic for the soul",35936474,2,train
@PSG_HeadHoncho If it was funny I would’ve laughed…it’s a simple concept,35936474,2,train
get a chance to hit the premiere for NYC Point Gods with us @boardroom https://t.co/dmRnXBMaGI,35936474,2,train
https://t.co/yqFoWpp42d https://t.co/O19xgM7w6O,35936474,2,train
Tough https://t.co/oeHrBGhEo6,35936474,2,train
"@LeeMcCoyGolf @SPORTWORLDORDER @Jumpman23 Fam, I can never lose",35936474,2,train
@SPORTWORLDORDER @Jumpman23 Please tell what that has to do with a fadeaway??,35936474,2,val
"@CLNS_Nick I can shoot a fadeaway too, just need a camera man and some Stan’s to hype it up",35936474,2,train
That’s not enough. Legacy points deducted https://t.co/G9TwPuyDIb,35936474,2,train
Great leadership Maggie. U made everybody in the house better today which adds to your legacy. https://t.co/KiSFCGi92c,35936474,2,val
"Did u add to your legacy today? If so, what did u do?",35936474,2,train
"@_JasonLT According to twitter, you are officially soft, insecure, and an egotistical maniac for firing back at a 15 year old heckler. Goodness gracious, be a role model Jason",35936474,2,train
"@RooshWilliams @NaithanJones @CliffMeans @SportsLoungeDMO @TheVolumeSports @Money23Green I hope u get your wish my brother, in the meantime, enjoy your summer",35936474,2,train
Tough https://t.co/bK2LqTWlwL,35936474,2,train
"@NaithanJones @CliffMeans @SportsLoungeDMO @TheVolumeSports @Money23Green It’s not hoops anymore, it’s a personality contest. Hoops too boring, they need more lol",35936474,2,train
"@NaithanJones @CliffMeans @SportsLoungeDMO @TheVolumeSports @Money23Green I think they are just protecting their favorite players, people say I’m better and they disagree. I get it..",35936474,2,val
@NaithanJones @CliffMeans @SportsLoungeDMO @TheVolumeSports @Money23Green The nba is a marvel movie…,35936474,2,train
July 29th…Point Gods. @boardroom @Showtime https://t.co/LI6euV0aS2,35936474,2,train
"I see u cookin 7. First day on the job was a success, love the kicks @ChetHolmgren https://t.co/sQrgDpPCU0",35936474,2,train
@NewJerseyJet @YankeesCole @NetsDaily Lol,35936474,2,train
@robinlundberg Keep dreaming robin lmao,35936474,2,val
@robinlundberg What u want addressed?,35936474,2,train
Shaquille is hilarious. You’re a billionaire bro lol https://t.co/11Bq3EIY6i,35936474,2,train
Colin is hilarious lol https://t.co/sIpNaqvijr,35936474,2,train
"Awww, I’m so proud of these men. https://t.co/0gPHJlt2hy",35936474,2,train
"Aye for my hoopers, this shit still a mental rollercoaster. Enjoy https://t.co/dY2EqpDJ33",35936474,2,train
It’s a wings league…,35936474,2,val
Let’s get it Arch https://t.co/bXtdPtjF6k,35936474,2,train
Can I take a victory lap or I gotta wait until I retire? @ColinCowherd https://t.co/eiaOmVB7O8,35936474,2,train
Yooo @Money23Green he talkin out of turn today https://t.co/EVRFldQKdH,35936474,2,train
I have my own podcast #newmedia lol https://t.co/Xlgp8RZRvO,35936474,2,train
If u don’t go get a bucket in those today then I don’t respect this post lol https://t.co/GNxA5nm8wp,35936474,2,train
@ChrisCarlin Great teams feed off each other,35936474,2,train
@mccabe_kevin And I’m just giving my opinion but I keep forgetting that’s a crime.,35936474,2,train
@ChrisCarlin Explain what being an alpha means to you?,35936474,2,train
@LaFaarah Why are u tweeting me?,35936474,2,train
"All this shit is nasty, another  terrible analogy from a hatin old head that can’t accept that we making more bread than them. It’s just timing Chucky, don’t hate the playa https://t.co/43BWSuijjV",35936474,2,val
"@BarstoolBigCat @swishhousefit Finally, didn’t take u serious with those other shoes on",35936474,2,train
Shoot the next one. Your teammates gotta lock in on defense until the flurry is over and then they can get some shots up https://t.co/GZbMDnMcwu,35936474,2,val
Love will get u killed https://t.co/Bs6eWzloQp,35936474,2,train
"I been dead since July 4th 2016, but congrats to the dubs and my boy Steezy, a Fillmore legend, man been waitin his whole life for a parade on market st. https://t.co/LXtyvu7BwB",35936474,2,train
@SkipBaylessShow @RealSkipBayless Sources say somebody is lyin. Stay tuned,35936474,2,val
I think whoever I pass to has to make u pay. Not the guy whos being double teamed https://t.co/9Zp9gxa6Ho,35936474,2,val
Lol Kobe was already a championship player man cut it out https://t.co/DNojdut0Fp,35936474,2,train
"Ima be real, bean would tell u the difference between him in 06 and him 09 was the addition of pau Gasol and having a chance to really chase a chip. https://t.co/7LJqttF41d",35936474,2,train
These life experts kill me…. https://t.co/7KYIvgqSIu,35936474,2,train
"It’s their own personal network, of course people are going to want to show off how smart and cool they are to their followers. It’s the first time people will actually listen to them https://t.co/h6cxsarS9Y",35936474,2,train
So what’s my mindset and approach? https://t.co/nSVIaQu02o,35936474,2,train
"Eye still didn’t think I struggle with anything as a basketball player lol I got packed and done the packing, it evens out to me.. https://t.co/X2na5Ytmya",35936474,2,train
It’s not odd that another hoops “analyst” is putting words in my mouth. https://t.co/FheNCfYacl,35936474,2,train
@bmoe_careful Stop what?,35936474,2,train
"Im kinda jaded with all this, I thought your play in the court dictates the narrative but I didn’t realize that u have to sell your play to the media as well as your personality for a narrative to really hit https://t.co/E9nVymFrNm",35936474,2,train
Thank ya for knowing ya shit https://t.co/tFLtHdH1Z6,35936474,2,train
Bingo https://t.co/t6W6f0F360,35936474,2,train
"I’m an employee and one of the guys on the team. Some moments I’m out in front, some moments I’m not. The main message comes from the coach imo https://t.co/EqxQYrkhQq",35936474,2,train
Good question. I think I need to get mic’d up and get into character so I can shift the narrative https://t.co/btEVfT4reA,35936474,2,train
"I highly disagree with this take, I don’t believe I struggle with anything basketball related 🤷🏾‍♂️. https://t.co/rgUk4EZAPs",35936474,2,train
Yea it’s has a different definition for every player. https://t.co/eouqOlyLoH,35936474,2,val
"It’s a lot of buzz words in basketball that confuse me, like leadership and Playmaking. Can I get a definition please?? https://t.co/sxk5y3gfq4",35936474,2,train
@BenStinar @EskoN8tiveAK This is a slight to me.,35936474,2,train
@JohnMichaelsU Like sports talk radio,35936474,2,train
@sal_licata @Keith_McPherson @NetsKingdomAJ Sports talk radio makes me nauseous,35936474,2,train
Steve can’t beat up on max Kellerman the boxing guy and the new baseball guy  “mad dog” or whatever his name is? I’m locked in now https://t.co/06sVFRJv1s,35936474,2,train
"@_Talkin_NBA @Jumpshot8 My comments arent taking money off the table, to be honest I’m just a little man screaming at the big corporation, what I say doesn’t stop progress. Leave me be and focus on yourself",35936474,2,train
"@Jumpshot8 I don’t care about compliments u give me, I don’t. It doesn’t move me but saying Michael jordan ruined the game will FOR SURE get a reaction out of me. It’s simple",35936474,2,train
@Jumpshot8 Nah these media members are sensitive. As soon as an athlete disagrees with these outlandish hot takes y’all take it as a personal shot at your character lol it’s insane how y’all can’t take what y’all dish out. But it’s the athletes who lack mental toughness,35936474,2,val
High level of basketball being displayed gentlemen,35936474,2,train
https://t.co/9VcI7ScR03 https://t.co/KJbShVUZ6D,35936474,2,train
"@jrobertmartinez @ChrisNunian48 You’re upset and want to take up for your colleagues around the world, I get it. I hope your basketball watching experience gets better man",35936474,2,train
"@_17kz_ I’m immersed in the game, these guys steal swag and don’t even credit y’all. Must hurt deep down inside",35936474,2,train
"@jrobertmartinez @ChrisNunian48 Just warning other basketball junkies bout the vultures. That’s it Juan, consume basketball how u want. No need to let me get you riled up. Lol",35936474,2,train
@jrobertmartinez @ChrisNunian48 What did it say Juan?,35936474,2,train
@jrobertmartinez Watch the games on mute and think for yourself. That always helps,35936474,2,train
@ReceiptsNba He’s funny and a hall of fame football player and will be a hall of fame personality some day but Shannon’s IQ for the game was built by nba twitter lol,35936474,2,train
"@DanAndros Lol I was confused for a second but yea that take was beyond insane, damaging to the sport of basketball",35936474,2,train
@_thejsd Gang said this like bob myers or Brad stevens bouta give him a jersey. Aye respect,35936474,2,train
"My theory is that guys like steve, skip and Shannon have changed the game for the worse. Playas like Stephen and Michael can only push the game forward. https://t.co/0Oc9J2HqxS",35936474,2,train
RIP Alimoe https://t.co/7J8vZ6zTsu,35936474,2,train
@DesignerDFish96 Another sheep. Believe anything they tell u,35936474,2,train
"Oh I seen it my brethren, I appreciate the compliments but I disagree with what u said about double teams that’s all. I love the show https://t.co/6M18Ez1Vpr",35936474,2,val
@KuKhahil Nah there isn’t my guy,35936474,2,train
@PeriwinkleRip Yea I played,35936474,2,val
"@PeriwinkleRip @BK9419 And I disagree with that scheme, why I gotta be a character flaw? Lol",35936474,2,train
"@BK9419 Y’all boys been mad since 2017. My g, I didn’t vote for myself!!!!",35936474,2,train
"@aBynumV5 @BK9419 y’all let twitter trolls get y’all riled up and got y’all insecure, like I said I was the sole reason for anything. I ALWAYS made it about the team. Y’all insecurities got y’all like this",35936474,2,val
"@iamrahstradamus But u refuse to state the benefits of having me on that team too, see that’s where the discrediting comes in.",35936474,2,train
@kdburn3r @iamrahstradamus I only hear about how it benefitted me though.,35936474,2,train
"@iamrahstradamus U don’t have to give a compliment then try to discredit my work, u can just discredit it without the bullshit",35936474,2,train
@iamrahstradamus U don’t have to try to invalidate my career fam it’s okay. I’m good at what I do.,35936474,2,train
@sheeme631 @iamrahstradamus I’m not an all star?,35936474,2,train
"@iamrahstradamus Ima good basketball player, I can shoot, I provide space too",35936474,2,train
Why they be trollin me? https://t.co/0zMSldOkuX,35936474,2,train
"@flowe88 This never happened to steph while I was there, blatant lie",35936474,2,val
@iamrahstradamus U seen me cookin?,35936474,2,train
"@DogSurfRoadshow @linaji U so entitled lol I don’t have tell u anything, I’ve never met u a day in my life",35936474,2,train
"@DogSurfRoadshow I guess it’s my words vs drays, we all know who u choosin lol",35936474,2,train
Thanks Drita. Im about to go stream “slap a bitch” right now. https://t.co/zLwg8BPgT0,35936474,2,train
@SwaggyCTV @ballsackEsport made this graphic gang,35936474,2,train
@clarkkent415 @applejuicegang7 What u saying isn’t a fact though,35936474,2,train
@clarkkent415 @applejuicegang7 Nah y’all just lyin. For some odd reason you guys belibe I’ve done steph wrong lol it’s beyond sick,35936474,2,train
"From my view of it, this is 100% false… https://t.co/of6pFJUfvi",35936474,2,train
Nobody better…. That left is a missle. Stay away. ⚠️⚠️⚠️⚠️,35936474,2,train
I be talking to the tv like I’m the Cut man. 🗣 Lets get it Tank,35936474,2,train
"You fellas and ladies care way too much about my feelings and motives…I like twitter, I like basketball. It’s really simple. If it bothered me I promise I would delete the app, don’t worry https://t.co/s4u4pRbNvn",35936474,2,train
My pleasure. It’s Always love https://t.co/zxXhZuq9Uw,35936474,2,train
All time raps…perfection https://t.co/gBjXnTzCsv,35936474,2,train
This it https://t.co/sa5Gx27Qrf,35936474,2,train
"My middy is sharp, but james is right, this ain’t the old days lol https://t.co/MbHHTPSsQn",35936474,2,train
Add em up https://t.co/sRKy2V8YNn,35936474,2,train
"@DevInTheLab Oh yea, he knows what he’s talking about when he talkin hoop",35936474,2,train
@DevInTheLab @NoLayups_ About what?,35936474,2,train
It’s a nasty agenda being pushed right now https://t.co/uumBXFmROz,35936474,2,train
"@Steph_Bwell @unclejeffgreen Hellllll nah lol my boy got grown on me. Time is flying, tell ty I said what up and congrats!! Much love always",35936474,2,train
I disagree man. I would say it helps more than it hurts. https://t.co/BlueQTVzoS,35936474,2,val
"There’s nothing there, we have some of the best basketball trainers in the world in America https://t.co/OOslCAHka6",35936474,2,train
Didn’t Giannis fine tune his game more in America than he did overseas?? https://t.co/AT0vgpBMeq,35936474,2,train
"I got Pat Ewing, shaq and David Robinson https://t.co/IsL1zUJMUc",35936474,2,train
David Robinson????? https://t.co/OCmIlgznlc,35936474,2,train
Which centers from the 90s would be in the mvp conversation if they played in todays nba?,35936474,2,train
@Stambreezy @BGN_5 These guys need to stop,35936474,2,train
https://t.co/oKF5NrAon8,35936474,2,val
New @boardroom cover story - @richkleiman sat down w @garyvee https://t.co/BJiuCniAP3 https://t.co/Gc3iIiLTaf,35936474,2,val
"Do you contribute to winning basketball? Do u take good shots, play good team defense, make the extra pass, make hustle plays etc…I feel there are a lot of players that played winning basketball but their teams didn’t win a championship https://t.co/HoDfm2BnhK",35936474,2,train
"Top 10 lists disrespect the beauty of the game, ima stop doing these. I feel like “the best” fluctuates, there are so many talented players who produce at a hall of fame level every night. It’s exhausting figuring it out. https://t.co/gCaZOAz4JC",35936474,2,train
I agree https://t.co/gmWBClj2qq,35936474,2,train
Explain what u mean by leadership? https://t.co/ZyB4k2QPkO,35936474,2,train
"Size for position, shotmaking, efficiency, IQ, consistency, being able to guard multiple positions, a wiling passer, coachable, energetic…in my humble opinion https://t.co/7MaEUhbxyg",35936474,2,train
@waldorfsfinest This here innanet got your brain fried.,35936474,2,train
@HARPER04_5 @blakemharris Draymond was nice in college too.,35936474,2,train
It’ll take them 6 days to finish this game. https://t.co/lHDkcTe1UH,35936474,2,train
"Vengeance will walk into your crime scene and solve the murder before you start investigating, I see why the task force hate my dog",35936474,2,train
Thanks Nicholas 🤝 https://t.co/zCSO0UKHY9,35936474,2,train
Millions*,35936474,2,train
"Nicky is making nillions, he’ll be fine. Ain’t this how it goes??? https://t.co/Q60kqOzmjF",35936474,2,val
I didn’t see it but I’m sure it was a trash segment. U could do Nicky’s job https://t.co/Pkf6WjD46v,35936474,2,train
Ok little man https://t.co/U4QvbQYF4n,35936474,2,train
Here come the moral police. https://t.co/iYojD92u0S,35936474,2,train
Legacy talk and parlays got the game in shambles? https://t.co/7T4LOVgxRK,35936474,2,train
https://t.co/qVkkd6Eopv https://t.co/KMnfRhXvTE,35936474,2,train
With the 43rd pick of the 2000 nba draft. The Milwaukee bucks select… https://t.co/8i8jWx5M5w https://t.co/rrEzJlTjOH,35936474,2,train
Poddin https://t.co/TbZqF56NEN,35936474,2,val
@SportsAngle Put a hat on my boy,35936474,2,train
"It’s like, I enjoy doing nothing but when I’m tired of doing nothing, I gotta do something. This is my fight",35936474,2,train
The apocalypse https://t.co/uYdeAS24Mw,35936474,2,train
Let’s get it @GothamFC https://t.co/Mbpdfshdio,35936474,2,train
Future continues to establish himself as an all timer,35936474,2,val
Enjoy analyzing that perspective. I hope it brings u to a revelation that u can live with gang https://t.co/W0GELYvz6V,35936474,2,train
@LEllerbe My brother!!,35936474,2,train
"Peace god. I will enjoy my vacation, I appreciate your well wishes https://t.co/ohVSvZtFGm",35936474,2,val
Hate. https://t.co/VdptDATvFQ,35936474,2,train
"Let me go back in the house, outside too full with the cool kids like billy. I don’t fit lol https://t.co/DEPSxRIhgc",35936474,2,val
Just focus on the hoops lil bro. https://t.co/NPOSdPHfa8,35936474,2,train
"It be misplaced anger, they really be mad at something else. https://t.co/09kdmrl5GQ",35936474,2,train
"@Swav_ay I’m not bouta delete my twitter fam, fuck that lol",35936474,2,train
@WorldWideWob fire the producers,35936474,2,train
@TAizenberg Why do u focus on weird shit?,35936474,2,train
I don’t get why you guys are so mad  at what I call myself. It’s about good affirmations right? Be happy for me https://t.co/DqPhwbd8Gs,35936474,2,train
@IamJClary What the playoffs gotta do with that?,35936474,2,train
An army of producers against the god. Just Another Tuesday https://t.co/yxHlYT8Efl,35936474,2,train
on the pod w @richkleiman this week https://t.co/Y2yqI02l9B,35936474,2,train
@waldorfsfinest Shut ya bum ass up. Let’s breakdown your game for a second….u were a 6’1 power forward….,35936474,2,val
It’s crazy how the internet made grown men attention whores. https://t.co/xubk5rs4Ph,35936474,2,train
U get it https://t.co/GycZwrnxfm,35936474,2,train
No foul??????? https://t.co/PBseqE2sEt,35936474,2,val
@mustseetb_ @jj_redick Yep. The slots,35936474,2,train
Preciate dat dere boiiii https://t.co/9DJB56ZRa3,35936474,2,train
"@DaKidGowie Bro is VEXED. Don’t even trip, bill is the only one who feels this way.",35936474,2,train
Lock in gods https://t.co/HQrvDTD4El,35936474,2,val
@SoThatsSlim 😂,35936474,2,train
Damn steve. Got ya ass https://t.co/oyZY5uPCKx,35936474,2,train
@donstanlo U welcome gang,35936474,2,val
My brothers https://t.co/jz4rDKL7OP,35936474,2,train
"@YoungRaww95 @joechivs1 Unfortunately, for you, it’s out of your control lol",35936474,2,train
@joechivs1 I really don’t see a problem with what I said…,35936474,2,train
@Tjonesonthenba I’m not from New York champ,35936474,2,train
A god. Just like you are but u rather be a peasant https://t.co/ZSmUmhGl1D,35936474,2,train
Don’t feel bad for the god. Life has been incredible little Nicky 😁 https://t.co/fZ0jrPHXHm,35936474,2,train
This is embarrassing https://t.co/eGA8epyrSj,35936474,2,train
I beam up. Never off beam https://t.co/73cfZnmSBV,35936474,2,train
Thee American Player https://t.co/S5434LJkyq,35936474,2,train
Me and my cousin Tia coding this in 03 https://t.co/lD43UUjzCH https://t.co/3Psdd6yTBT,35936474,2,train
Incredible https://t.co/Y9WxhEqNGd,35936474,2,val
#talkin https://t.co/CYdib2Muhj,35936474,2,val
New ETCs episode up today! https://t.co/SGuRvBWLDF,35936474,2,train
Yessir https://t.co/JixnSQO050,35936474,2,train
Really creative campaign from the team at @weedmaps https://t.co/LmICJidQtd,35936474,2,train
Damn smh https://t.co/OsmWTruu4v https://t.co/jPjI6mAjzR,35936474,2,train
ATTN: Eleven taught another class tonight. Please review the film if you haven’t…,35936474,2,train
Aye jokic. That was a DIME. https://t.co/KuxwwPYeAv,35936474,2,train
https://t.co/Z5UfmvnsKn https://t.co/K9EE3UMKNN,35936474,2,train
Stove God one of the best rappers in the world. Appreciate that man,35936474,2,train
"If Allah shine, kutter gon shine, it’s mathematical",35936474,2,train
Back in biz with a new ETCs https://t.co/cip6LhqpPm,35936474,2,train
@TheMisterMarcus Lol I had to put u on the Jumbotron real quick. 😂,35936474,2,train
"When them parlays don’t hit. This is for years of slander from nba fans, im grateful I have this much power now. 😁 https://t.co/RSFaryY7Sc",35936474,2,train
Good looks @boardroom @weedmaps https://t.co/DGMLWuskUV,35936474,2,val
@waldorfsfinest 😂,35936474,2,train
