Unnamed: 0,Tweets,AuthorID
6216,serious question lot mixed opinions ... youre 25 compete easter egg hunt,244800486
3554,first win season feels amazing back road,50811932
1563,honor meeting suga welcome,42562446
4037,wowwww,416814339
4033,ratio,416814339
2483,like,460116210
3425,yes,2279776304
4885,mikal helluva defender,116485600
1794,congrats bro,42562446
765,loved talking hoops life greatness first ask anything missed live hit link watch highlights youtube,267425142
5420,get twitter,368148234
4650,thats celtics respect thing hear celtics stuff time work black coaches never respected black man sports period look rich paul say hes good lbj yet every agent started client lol actually,116485600
6777,see,289760136
4100,lad salah always underrated,416814339
6782,love see,289760136
5940,bringing home another w,811761399647059968
1817,happy bday meghan duchess sussex celebrate 40th birthday join dedicating 40 minutes time mentoring community service honoring women give everything,42562446
2003,watch full video w youtube,460116210
3768,missing court still staying hydrated,50811932
1451,damn steve got ya ass,35936474
6953,woowwwwww big time shots,289760136
6007,yall think halftime performance,244800486
1528,proud shop purpose w mission support black-owned businesses appreciate calvin quallis joining discuss journey support scotch porter black-owned businesses holiday season,42562446
5219,thats point bro lol,368148234
6375,im tough,244800486
1813,welcome back pro,42562446
1617,let's gooooooo lillie,42562446
2223,yes ... 10 years ago,460116210
451,makes damn sense kids cant even get meal game shit half probably aint even brush teeth hahaha,23083404
6201,attention nft drops july 9th click link bio,244800486
4969,part,116485600
5966,yes sir road w,811761399647059968
1164,confused,35936474
75,family,23083404
1705,dope enter though,42562446
3611,thoughts prayers families kids texas heartbreaking,50811932
561,regis prograis put hell performance closed show,267425142
4072,couldnt guard tonight,416814339
6089,im,244800486
5433,stop playing bro lol,368148234
1774,powerful director inspiring look men women fight justice still fighting see stand,42562446
5326,thought interesting maybe inspired giannis game 6 due health safety protocols close contact thanasis bucks still win k midd get finals mvp,368148234
505,parkrose student hunter napa'a hunter member school board asb co-president leader many ways takes responsibility representing peers school seriously genuine kindness positivity,267425142
648,got something coordinates,267425142
1186,81 lookin unstoppable,35936474
5340,championship,368148234
1730,one good,42562446
430,j poole got much wiggle game,23083404
914,aww hell naw lol living past bro new day,267425142
6051,5 something want accomplish 2023,244800486
1912,still laughing ... clue going questions booth skills,42562446
3952,want smoke,50811932
1541,pleasure meeting squad best luck rest way,42562446
4812,tie game half,116485600
6258,trying like bro,244800486
6971,ayyye thought bucket like hahah,289760136
6737,nooooo lmaoo,289760136
3457,matter start go antetokounbros academy year two starts 1 november athens enroll,2279776304
99,can't believe i'm available game today insane,23083404
5877,gameday,811761399647059968
4457,great way end preseason win.its get real now.thanks love kansas location extremely ass,416814339
3066,trust technique,2279776304
4247,bruh watching coco gauff low key like watching game 7,416814339
4159,la remontada,416814339
4307,mood,416814339
720,keep shits gb lol,267425142
1998,hyped one streaming,42562446
4222,man dont even know start started playing ball kobe watching 2010 finals never watched ball finals turning point life wanted like kobe im freaking sad right rip legend,416814339
6910,god good,289760136
6309,responding comments go flood ig,244800486
2945,lil bro ... come home summer gotta see lol,448562247
6692,thank,289760136
3461,thank milwaukee love support showed teammates season guys best fans league cant wait next season,2279776304
3410,r p diego maradona,2279776304
258,facts,23083404
1223,im humble enough,35936474
1383,nobody better left missle stay away,35936474
5202,less year acl relax long,368148234
3210,keep energy going,2279776304
188,way black unis sick,23083404
46,man thats charge,23083404
1532,splash 9 em,42562446
147,good far g,23083404
2573,awhile hit questions ima answer handful,448562247
2369,manda algo pa dallas,460116210
3099,game one,2279776304
5198,wtf demand recount shouldnt even nba,368148234
5920,lit,811761399647059968
2305,hala madrid vamooos,460116210
2411,los reyes de europa,460116210
2849,dawg,448562247
5835,gameday,811761399647059968
6104,aint way took takeoff,244800486
5159,feel played,368148234
1282,really dont believe deep wasnt funny didnt laugh im glad u enjoyed laugh tho therapeutic soul,35936474
946,dame l l kobe featuring snoop dogg derrick milano full track via,267425142
2625,part,448562247
1339,yea different definition every player,35936474
3269,great win keep going,2279776304
783,dont doubt,267425142
6526,goal gone walk find one,289760136
5181,shifty,368148234
3809,lets goooo vol 5 way limited release 01/04,50811932
5269,way help advance effort maybe court side tickets wizards game,368148234
408,yessir time big steppers step,23083404
1036,cmon mike williams catch nasty,35936474
3801,vol 5s hit different,50811932
2428,e 2 seta,460116210
4112,italia,416814339
5252,believe told hbar dont give credit,368148234
5250,congrats bro,368148234
3195,thank milwaukee,2279776304
2088,mi capitan enhorabuena por todo increible carrera,460116210
3010,day day,2279776304
4479,floyd money mayweather super fun,416814339
5111,seriousness love yall man special times,368148234
6892,run later boyyy,289760136
887,bell went 8 seconds clock,267425142
4675,dallas keep exploring pickle slip reggie especially hes hitting,116485600
6812,year,289760136
2694,gotta start corners first though,448562247
2623,pick,448562247
4881,tshiebwe like tt boards,116485600
1559,love see keep working vj,42562446
3137,focused step,2279776304
629,looking forward working,267425142
6521,lets get,289760136
3885,nights going better others ...,50811932
2819,guy teamed trading cardshead exclusive details early access code ahead drop later month,448562247
253,yessir brother floor general associate head coach let's go guy,23083404
651,bet good,267425142
4520,super light,116485600
3781,love,50811932
1692,jacket tho amount black talent fashion right unreal styled sherri mcmullen,42562446
5393,im crazy one,368148234
2425,vale super,460116210
4873,tap,116485600
6757,blessed honored,289760136
4103,theres place like philadelphia excited continue working towards bringing title home eventually retire,416814339
216,it'll,23083404
4712,play defense,116485600
90,wow lets go,23083404
2396,congrats bro,460116210
3312,happy birthday love may dreams come true,2279776304
2762,gonna lie sub looks good ... bacon,448562247
78,huge impact family im appreciative great person journalist rest paradise grant wahl,23083404
6542,thats great basketball,289760136
457,point god aint right,23083404
5449,call rehab training phenom sports performance,368148234
121,kd ain't right killer,23083404
1869,ridiculous,42562446
6923,gone hoop worries,289760136
2938,dames chicken waffle ... 919 lot love durham,448562247
4926,maybe 6 left,116485600
6076,yeee yee yeah yee yee yeah yee yeahh ye ye yeah,244800486
1596,jersey stained truly flip good cause proceeds benefitting,42562446
5650,okkkkkkkkkk see ya,811761399647059968
655,cuz nobody guarding man,267425142
3661,get line use harden 13 13,50811932
3060,christmas road trip let's gooooooooo,2279776304
1448,bro vexed dont even trip bill one feels way,35936474
6110,lmaoo nah got weak,244800486
539,shoutout love best style releases guide week,267425142
5697,daily deposits,811761399647059968
4639,sub pj right,116485600
3279,always learning,2279776304
6263,dont let fear hold back fear people going think theyre dont need destiny dependent everyone,244800486
4118,5 years ago year fun incredible real fun starts,416814339
650,plant vs benavidez asap,267425142
5522,must agree guy dunks nice,811761399647059968
2986,real throwback,448562247
1272,nyc point gods friday,35936474
3765,happy birthday mambacita,50811932
4541,close fight good fight indeed close,116485600
4120,winning dominating fun ... lifes good goldmind,416814339
2501,yeeaaaaaaaaaaaaaaaa,448562247
5108,play clip im saying watching context rest yes said,368148234
3257,fun,2279776304
6827,hopefully im higher 73 dm mine,289760136
4404,fantastic day got great win became star ... wanna thank guys organization support .. weve much guys thank,416814339
3450,get,2279776304
4443,rolling,416814339
4762,things people come insane quickly realize theyre position life,116485600
6899,like lil brother always wanted,289760136
6773,go sleep,289760136
4687,honorable man,116485600
6214,rip legend,244800486
5355,16-17 signed mid way year naa healthy 18-19 hand surgery 19-20 bubble games lol dont listen bad narratives defined recovery timelines 3 surgeries aint accident,368148234
2843,lie yo love kg real killa,448562247
4783,think happened open gym definitely blocked slow ass jumper,116485600
2510,fans really rock yall lol hope feeling mutual last night blast,448562247
3932,spots filling fast register youth partnership presented check details sign,50811932
3399,really proud part new sustainability campaign protergia,2279776304
6783,crazy smh,289760136
4615,poppin every night,116485600
5166,follow along sonos,368148234
1347,nah media members sensitive soon athlete disagrees outlandish hot takes yall take personal shot character lol insane yall cant take yall dish athletes lack mental toughness,35936474
5724,help guy trying give free t-shirt,811761399647059968
6402,dont someone,244800486
2628,big fella one favorite teammates ive played,448562247
5313,divide 125 5 lol math yall look market multiplication didnt say anything max deal like yall implied lol,368148234
6623,mannn spoiled,289760136
3452,nice view nice food great people,2279776304
2082,sniper,460116210
4180,penalty shootout like football,416814339
6916,save use want haha,289760136
1553,thanks nadine,42562446
3872,breaking time record bro puttin crazy work shows legendary,50811932
2782,guess whos back since new era got fresh new hat,448562247
2543,mandatory,448562247
2686,nasty see champ,448562247
5254,sorry im late still interested,368148234
4647,couple half decent seasons,116485600
4659,chuck,116485600
5832,walk thru door,811761399647059968
5033,best 1on1 player know lol,368148234
6348,need new netflix suggestions,244800486
1396,theres nothing best basketball trainers world america,35936474
6574,mannn facts everytime,289760136
2547,seattle appreciate love atmosphere crazy hate end way truly appreciate yall fr ill back make sure bring deuce,448562247
2001,gameday,460116210
2960,lol aite g might bounce lil bit,448562247
1929,lock,42562446
1454,unfortunately control lol,35936474
6231,yall got tonight ...,244800486
4580,nah gotta hear,116485600
2666,dope apart,448562247
4886,next,116485600
6464,finished dope show liked,244800486
3421,never forget first nba buzzer beater,2279776304
1983,great message morning coach,42562446
6930,let know go,289760136
5350,spin told truth cba market comps cant change cba try change market comps talk knee negatively compare monte morris instead fvv brogdon etc,368148234
6994,factsss tho,289760136
5291,lol picked list shoes fit feel actually takes heavy inspiration kobe line tweaks foam quality etc gotta pay homage,368148234
6279,cold blooded thats rook great win,244800486
5642,thanks big bro,811761399647059968
6170,joel embiddddddddddddd,244800486
6333,new website launched,244800486
859,russ 13 crazy lol,267425142
298,facts game brother,23083404
6320,wait til guys see next youtube vid ...,244800486
2584,damn,448562247
4826,jp aint ducking rec,116485600
3526,merry christmas good night,50811932
6145,yall catch best moments love,244800486
6034,love gun right gun,244800486
3141,i'm ride,2279776304
6670,meannnn,289760136
1846,insane,42562446
4929,thats terrible,116485600
3813,big guard hope every one enjoyed thanksgiving,50811932
3381,another day get better,2279776304
1883,congrats thats big time,42562446
3089,basketball art keep painting,2279776304
5804,happy easter,811761399647059968
3020,got,2279776304
5417,wanna say thank awesome coverage video,368148234
1822,good luck tomorrow y'all,42562446
3071,embrace moment always great playing best let's get back track,2279776304
1358,theory guys like steve skip shannon changed game worse playas like stephen michael push game forward,35936474
5169,blame,368148234
1309,lets get arch,35936474
2374,hala madrid,460116210
6188,yall know next month get tix,244800486
404,yessir winners,23083404
1213,tweet much,35936474
1825,aye enjoyed watching greatness tonight greatness congrats bro,42562446
1800,y'all know time family night get comfy ready laughs new episode tonight 8| 7c abc,42562446
2880,love courtney game sure check boxes lol top 5 tough conversation sure,448562247
4417,wowww game,416814339
2409,bro .. size 15,460116210
6291,today noon,244800486
576,jumped new tap,267425142
6630,fasho trouble get crib,289760136
3784,yall got final four,50811932
6234,moon go,244800486
297,friend mine told drank much vegas wolf back,23083404
389,cake,23083404
1519,boys turned one time dont like dont like basketball,42562446
906,dame l l featuring dreebo home team official music video via,267425142
5825,thanks coach,811761399647059968
3384,good path gotta keep getting better,2279776304
4591,appreciate support,116485600
3977,say splash gordon,50811932
5953,yes sir,811761399647059968
6190,live,244800486
3754,gotta go crazy vol 6 marketing love presentation new products,50811932
3899,would rather understood unforgettable different,50811932
5539,mama mickey,811761399647059968
6305,thats ps ... still need extra te ..,244800486
1556,thanks joining conversation,42562446
6902,big timeeeee proud alum congrats whole gang rest,289760136
6442,check cameo profile,244800486
2375,house,460116210
4182,thats foul,416814339
400,someone told experience best teacher life right,23083404
537,135 division better watch frank martin ..,267425142
1619,back see atl,42562446
3956,second lets go,50811932
3542,one nights,50811932
5624,ya,811761399647059968
3027,welcome freakshow,2279776304
5665,started 10 years old 10 toes game,811761399647059968
748,yea man,267425142
5998,listening girl complain new update literally made night happy camper bring back season 1,244800486
5387,still xrp fans,368148234
744,full review squad,267425142
2076,congrats guy,460116210
2168,svaka ast,460116210
4890,moral story amazing night powered,116485600
6314,things got crazy yesterday,244800486
424,done q y'all awhile coming,23083404
418,omfg,23083404
2650,funniest movie ever,448562247
5314,lol lets make much shorts wear type clothes every day told yall last podcast bkns hands part aint new news helping make history side note exercise sucks lol,368148234
558,dudes top division scared doubt better make pay worth risk,267425142
3161,afronation vibes,2279776304
2659,highlight got vote sure,448562247
3430,instagram bring activity page back im nosey bored,2279776304
492,im season officially . . see yall fall,23083404
1803,looking forward diving,42562446
3972,sticking new years resolutions get inspired fitness favorites,50811932
4230,comeback lets keep rolling,416814339
1743,dream come true garden thank everybody reaching showing love means much family since day 1 2974 counting .. longevity accuracy volume range,42562446
3618,lfg,50811932
5874,let's gooooooo,811761399647059968
2205,ok buddy,460116210
3019,no-look hee-hee,2279776304
3024,"fr34k show continues 1,2 3 action",2279776304
1253,paragraphs butthurt,35936474
2078,congrats guy,460116210
5,rih got many killer tracks,23083404
2350,bravo,460116210
6115,getting park ps5 tryna run,244800486
2682,opinion favorite drake project ever,448562247
2399,somebody find video layup post ... thanks people,460116210
4642,draymond never discussed whos uglier draymond brought attention circus resides,116485600
2773,man feeling priceless always show love,448562247
5799,congrats bro,811761399647059968
1139,regardless say itll dissected viewed negatively anyway apart brand point,35936474
2674,yeah holla,448562247
1348,high level basketball displayed gentlemen,35936474
3101,matters carry preseason regular season,2279776304
569,giving 1st access day casual insoles previous customers made purchase us last year email move w link access day insoles discount code also tweet access,267425142
4149,playstation unfortunately,416814339
1673,like everybody .. im still shock whole thing unnecessary drama least got line night denzelin highest moments careful thats devil comes,42562446
1440,army producers god another tuesday,35936474
2226,u know aint true,460116210
5055,saw,368148234
3064,cant skip steps keep building,2279776304
1886,part boy good,42562446
692,pull boy,267425142
4130,hahaha second time get td lmao gg,416814339
437,yessir brother congrats,23083404
6496,sick,244800486
3743,tmc,50811932
4082,course race directors messed smh .. let fight,416814339
3609,keep hydration w sportwater,50811932
267,far best day ever especially kids families,23083404
367,weird feeling feel alone sometimes,23083404
3129,first step journey,2279776304
6318,first person comment correctly ig gets follow back,244800486
4634,give flowers old heads call soft truly new media,116485600
6699,love hear bet let know,289760136
6729,mannnn,289760136
5348,let know,368148234
36,landed hit road definitely thought back ohio weather la insane im used know people aint sure roads crazy,23083404
4424,juicy lips,416814339
2590,phase im love wouldnt believe neither dont let one go yall head hov snapped,448562247
4061,time counter,416814339
4352,yes sir ... always gotta,416814339
3926,thank,50811932
5039,mind go first dallas texas,368148234
6969,dance one time dancing video games,289760136
2007,love,460116210
6329,everyones acting like first quarter,244800486
4338,real madrid better sell bale summer .. hes beast knew,416814339
1150,bucs,35936474
4047,vamos benzegoal,416814339
1228,u look cool sittin edge boat immaculate swimsuit salute,35936474
4334,bruh,416814339
211,keep going,23083404
2664,happy birthday dawg keep raising bar,448562247
927,stream duncan,267425142
2080,words needed team,460116210
1840,yo yall respect congrats 16 yrs long time,42562446
1146,manders,35936474
5728,dunking best version,811761399647059968
2931,cap stl legend,448562247
3261,make tissue dance put little boogie dad jokes back,2279776304
6832,appreciate bro,289760136
6709,thats new,289760136
6416,earlier today podcast talk upcoming music releases season two youtube series ... bizarre experience hosting dqr dropping next week,244800486
6417,flattered sure,244800486
5491,driven person know,368148234
827,probably gonna go live youtube right drop video,267425142
2685,lol everyone always opinion positive comments negative ones ask time would 13 year old proud today sometimes puts things perspective really matters,448562247
2113,got official email set feel free drop line hydration tips doncic,460116210
3055,one going give anything go take,2279776304
5755,great team win,811761399647059968
3412,time switchfor excited december 5th.beat add squad,2279776304
4024,hala madrid,416814339
4382,trust process always great time playing one best ever play game,416814339
4301,allez la cest fini ... la france est championne du monde,416814339
5120,i'm always looking ways integrate crypto daily life that's i've partnered make easy toearn crypto every time shop go check,368148234
6125,brain fried first time playing,244800486
1598,curry camp back better ever honor host talented young hoopers game w last week journeys beginning going camper coach helping make best camp,42562446
4150,got prime r9 please list next 10 minutes thank advance,416814339
2504,oh shit bron got headband lol tonight,448562247
4021,happy bday 6 years come im giving away signed loaded lions hoodie heres win,416814339
2183,noair luka,460116210
205,redeem team,23083404
6829,lit,289760136
5311,people might post something like iron sharpens iron ill tell truth cant guard give special rules allow foul stay competitive los angeles california,368148234
875,facts,267425142
6919,embrace journey,289760136
3360,..,2279776304
2004,best day ever,460116210
5138,teenage boy default embrace,368148234
3392,gameday focus,2279776304
5493,happy birthday family,368148234
6153,score board game whats season series right us called hustle play doesnt always go planned ill help team win,244800486
1523,made moment,42562446
6529,thats fact,289760136
381,barely may swinging knees though,23083404
229,wonderful human love journey getting point stand today thank vulnerable time damn strong love,23083404
3904,yessir excited 2020 lets keep going,50811932
6383,blessed,244800486
5677,thanks,811761399647059968
2044,cant wait tonight much respect thank everything player importantly great person,460116210
5293,congrats brother,368148234
1308,wings league,35936474
5176,exactly cuz,368148234
5838,gameday,811761399647059968
2528,jumbotron shit poppin,448562247
6426,arrest cops killed,244800486
4190,definitely energy,416814339
5255,top 5 btc eth sol hbar tether wouldnt mad price would need get 3/4,368148234
3469,chilling bubble,2279776304
5848,yes sir gameday,811761399647059968
6650,well let live,289760136
6967,way first time seen haha,289760136
3738,poetry motion,50811932
6052,4 video lives rent-free head,244800486
377,vince lavine nique,23083404
1860,big time,42562446
4683,jj sent clown back circus,116485600
1733,gift iconic,42562446
1540,lock,42562446
645,still found qr codes got ...,267425142
5914,facts,811761399647059968
4960,next man may need go deeper bench,116485600
3789,grandma got good taste,50811932
2977,stoooooooop best thing since sliced bread,448562247
2979,man day,448562247
1314,great teams feed,35936474
4725,thank bestie j cal,116485600
1782,waiting thursday's finale like ...,42562446
2830,2 months lie love,448562247
1465,new etcs episode today,35936474
2681,disrespectful,448562247
6945,big time win congrats,289760136
380,plans definitely wanna come visit,23083404
6514,masterpiece special,289760136
1767,family taking care family taking big apple freshhhh show em charlotte yall,42562446
1152,thats .. jalin really whatever wants,35936474
2248,im gold soon,460116210
4399,tough loss,416814339
60,congrats brother eligible candidate hof list mean ain't candidate he's hahaha,23083404
3544,look forward holiday season every year cheers,50811932
5100,growing city taught identify hate second guess love dallas texas,368148234
5967,congrats fam keep ballin,811761399647059968
909,shoutout explain,267425142
1999,thankful playing 4th game big fans voting,460116210
2602,know vibes,448562247
2297,que nivel de madrid increble,460116210
6476,whats intense watch,244800486
4147,move,416814339
5218,hbar ill say flow 1k,368148234
429,ja damn tough there's way ja even mip talks guy flat always real basketball know majority dweebs even watch basketball voting ballots,23083404
3589,long story busy working,50811932
540,shoutout parkrose student luis montejo-mex representing everything respect program luis teachers say hardworking leader kind polite brings positive attitude one improved students near perfect attendance salute,267425142
6537,still think got swagg moms,289760136
6344,yall got tonight game 2,244800486
1826,sheesh lets get,42562446
307,nectarine,23083404
3423,5,2279776304
1097,u spittin,35936474
5841,hope day gets better,811761399647059968
4669,cant cancel someone saying something dont didnt like dont believe believe standing word dont sidestep tell us really feel stand,116485600
3547,always bro,50811932
6249,rip hank aaron one best ever,244800486
4202,brother well keep praying,416814339
2749,get one basketballs signed great build,448562247
1506,dream come true game i've grown love thank honor named ambassador golf proud work help make golf accessible thrilled bring legendary firestone country club,42562446
6513,dawggg,289760136
2742,brotha,448562247
1534,lets gooooooo time change womens gamewelcome,42562446
3295,"sun wind water way planets future .
   .",2279776304
3966,respect,50811932
289,gold standard x,23083404
1754,lets get yall,42562446
1546,crushed,42562446
3253,great win,2279776304
1828,almost time,42562446
2000,chess skill unlocked play get stronger lets go,460116210
2561,naw fam stop asking,448562247
288,bridgewater facts,23083404
4606,stand mines,116485600
787,herbert monster,267425142
6122,fight night yall got,244800486
1087,nets got u hell u may need break gonna break u brother ..,35936474
4667,power joel didnt play incrediblebut presence everyone else,116485600
1127,think u reaching something thats even honest dont see lie,35936474
1447,preciate dat dere boiiii,35936474
43,insane man like wtf man sad accounts many questions,23083404
3705,gopuff launching nyc use code harden 25,50811932
5856,yes sir back gameday,811761399647059968
5938,let's gooooooo,811761399647059968
1341,slight,35936474
4108,allez les bleus,416814339
1225,thank u,35936474
5479,gonna live long time case,368148234
5745,ya bro,811761399647059968
1443,crazy internet made grown men attention whores,35936474
4079,omg omg omg omg,416814339
3098,great team win,2279776304
2554,fire,448562247
6917,boyyy knew exactly happening sure didnt,289760136
6366,soooo got lasik yesterday ... means new vlog coming soon,244800486
6156,great win boys,244800486
3075,us 3 vs jordan magic shaq ill take chances,2279776304
1849,one hour countdown season 3 premieres tonight 8| 7c abc crazier courses wilder obstacles fun,42562446
4179,neymar wiiiiiin,416814339
1026,stan agree u lol,35936474
4128,mickey mouse star game ha,416814339
1473,allah shine kutter gon shine mathematical,35936474
6614,already know,289760136
6211,love wrong others love fulfills requirements gods law,244800486
1614,"day yard hype seeing 1,000+ kids day ballpark w oakland town camp one special parts summer blessed part amazing mission w friends town",42562446
5552,congrats,811761399647059968
2006,howdy,460116210
773,shoutout howd,267425142
830,damn mikey,267425142
4673,theres guy bet tired truly new media,116485600
3215,i'm backkkkkk,2279776304
5064,posted photo,368148234
5096,look scars dont get live dream everybody lied said without em dallas texas,368148234
5979,thanks,811761399647059968
2390,wow,460116210
751,shoutout pod,267425142
2295,campeones,460116210
6455,check cameo profile checking day,244800486
1584,already knew philly would bring,42562446
5416,38min mark,368148234
743,supporting young athletes reaching true potential foundation every pair insoles comes free access step back science classes access granted via order confirmation email,267425142
6042,im play gta sure,244800486
285,ayyyyeeee hit i'm insane celebration afterwards skylar ds,23083404
6636,boyyyy cold,289760136
66,whoa,23083404
4601,next album 2023,116485600
6227,stay ready ...,244800486
4766,yall watched jp score 30 tonight watched grow different way ever understand gotta love jk super,116485600
123,insane bro iconic sure,23083404
5773,yes sir happy g day,811761399647059968
3981,thank nyc love ... mecca,50811932
5485,iykyk,368148234
2934,lol listen bout like ... well guess im stl,448562247
6232,get votes big game tonight,244800486
5182,time brothertag,368148234
2018,love video games technology we've working year,460116210
4380,great comeback win tonight,416814339
1032,yessssir another big 12 win lock fellas ..,35936474
6060,guys make great team lol guess know weak link .. ima go get solo win feel better,244800486
1433,focus hoops lil bro,35936474
149,happy gday cuzzo,23083404
6823,gotta badges fasho tho,289760136
2273,nice day dallas,460116210
6530,kd make game look easy,289760136
4839,continue cancel games youve implemented rules prevent happening competitive advantage teams guys didnt due protocol list played role tuesdays loss pick side dont straddle fence,116485600
6362,go follow instructions instagram giveaway wont wanna miss,244800486
3128,keep building,2279776304
5225,tough,368148234
1100,sweet kaws giveawayup,35936474
3941,yo dope,50811932
6742,might go try em,289760136
3984,yet ive heard ok,50811932
2897,easily,448562247
6493,shake room,244800486
3374,fun,2279776304
1792,bad yall,42562446
6839,lets gooooo im hype bro,289760136
1356,lol confused second yea take beyond insane damaging sport basketball,35936474
673,thought canelo would win knew solid possibility bigger fighter great jab good feet throws combinations well.knew canelo would hard time getting close high guard wasnt fight bivol unbothered throughout whole build,267425142
1385,fellas ladies care way much feelings motivesi like twitter like basketball really simple bothered promise would delete app dont worry,35936474
2636,2022,448562247
5276,really disrespectful playmaking lol,368148234
997,lie,267425142
2099,welcome dallas,460116210
4883,fined lol smh,116485600
6368,legend inspiration many one bravest gifted men pleasure knowing thank light everyone black community world alike always missed never forgotten rip chadwick,244800486
4527,step 1 build bridge step 2 get thats,116485600
1276,salute gotta go work handles layups today,35936474
1210,u gotta grow realize nothing haters reside twitter,35936474
6387,want happiness hour take nap want happiness day go fishing want happiness year inherit fortune want happiness life time help someone else,244800486
4162,funny,416814339
5195,see lol,368148234
139,facts lil luke speaking gospel drilled,23083404
710,mfs crazy life bigger damn sports,267425142
4029,boston many weapons,416814339
3874,corner pocket,50811932
3110,hungry tonight,2279776304
542,circling shoes wanted eastbay kid picking shoes game day fits nowsneakers always big part life excited help yall elevate experience favorite retro casual kicks new day insoles,267425142
363,thoughts prayers goes families love ones loss injured robb elementary school uvalde tx like enough enough man kids keep putting harms way school like seriously school suppose safest,23083404
563,sneakerheads weekend squad dropping hard find hype kicks classics best prices know i'll shopping,267425142
1472,stove god one best rappers world appreciate man,35936474
4242,back watch take worlds hottest chip tomorrow friday 13th continued,416814339
4495,day finally come ha,416814339
4524,taught things stood pod coming back soon btw,116485600
3619,workin something yall big things coming tomorrow,50811932
1843,dropping golf love wisdom grab special someone chill tonight new ep 9 |8 c abc,42562446
5131,giannis trying block khris dunk game hilarious,368148234
359,like cmon nation man,23083404
6285,beginning love yall platforms,244800486
22,defenses super elite,23083404
57,facts,23083404
6819,matter time wake,289760136
4729,jose makes wining plays,116485600
3239,got joke,2279776304
3228,see,2279776304
3927,houston ready one week youth partnership presented head secure spot,50811932
5193,bingo ky 2nd tier sg conversation,368148234
1894,minute game day baby,42562446
3260,7 wins row,2279776304
6288,happy thanksgiving everyone,244800486
4608,yeah shouldve ignored today cant give look,116485600
2748,happy 314 day errrbody back home,448562247
3142,hala madrid,2279776304
1255,u let another man u dont know piss u look u emotional stand,35936474
640,lets work,267425142
947,dame l l featuring dreebo home team official music video via,267425142
103,whole body hydration,23083404
5163,ballgame wow,368148234
4704,full circle wow blee,116485600
4808,friend auction every year at-risk youth hes auctioning signed poker tables table kicking stephs table,116485600
105,fault guy made,23083404
4255,matter im playing like win hyperx captured spirit gaming persona watch dominate,416814339
6296,lets go,244800486
332,bad shot selection vs gs,23083404
1318,shit nasty another terrible analogy hatin old head cant accept making bread timing chucky dont hate playa,35936474
58,merry christmas everyone enjoy,23083404
4438,whos mans,416814339
967,dame l l juice feat jane handcock via,267425142
959,weve,267425142
2442,enhorabuena mis amigos de espaa ls lo mereceis,460116210
6826,preciate,289760136
4995,ummmmmm let think ... brooklyn,116485600
6564,abundance 1st career triple dub game winner,289760136
817,steph goin 75 tonight,267425142
2230,fallado 100,460116210
2494,welcome back,460116210
6629,brother appreciate coming mannn tryna lead give back man keep going,289760136
6955,yessssir congrats two time stars many come,289760136
1581,thx coming jackson,42562446
2388,think would fit better real madrid ... think,460116210
137,vintage back snowfall,23083404
2764,time bring,448562247
6360,hi,244800486
3445,practice never boring,2279776304
6382,go get f 2 platforms,244800486
1013,lol,35936474
2020,luka 1 legend 7 personal story first professional basketball experience takes become champion north america 10.7 asia 10.16 europe,460116210
1824,join carin geathers mom sonya today 4pm pt listening session early childhood literacy want hear solve issues register,42562446
3948,better,50811932
1939,happy birthday happy holidays,42562446
1555,see game changers thanks watching,42562446
306,great idea,23083404
2867,killa,448562247
2920,honored even list,448562247
4988,kudos refs letting talk,116485600
6180,ayyyy man raiders game nuts,244800486
5058,name iconic duo ill wait,368148234
928,yall name goats paid tribute duncan video,267425142
2698,kyle lee watson always favorite player .. tried telling movie,448562247
6431,nah son yall taking shit far ... shes white doesnt mean deserves jumped group males ... aint shit cool protest want peace positivity gotta better man,244800486
1421,43rd pick 2000 nba draft milwaukee bucks select,35936474
4144,6 years later still living rent free heads ... yes woke chose violence,416814339
29,year keep telling face court didnt see wasnt foul making sense seriously frustrating hell man anyways keep going squad,23083404
4920,dont quote im pretty sure top defense league could wrong dont think,116485600
218,game actually really good going stretch,23083404
530,man wide open smfh,267425142
1120,yall wasting time addressing u,35936474
5048,t-minus 6 weeks,368148234
3585,still,50811932
5630,hbd,811761399647059968
2771,feel bad guys dont get full experience best rivalry game,448562247
3608,way stay course welcome nba,50811932
4692,foul reputations honored defensive ones much,116485600
4008,that's tough,416814339
3180,case one told today tuff,2279776304
1012,shaquille doesnt know ball,35936474
3699,dont stress dont rush,50811932
6331,whyd hit 600k views day,244800486
6435,check andre drummond's video,244800486
6371,always working ... song take album f 2,244800486
1959,trespassers instigators disruptors status quo together going,42562446
182,yessir,23083404
6233,favorite season dont forget get votes,244800486
1736,come start,42562446
4211,lets play defense,416814339
2955,pepperoni bacon green peppers jt special,448562247
6273,big stop,244800486
4030,miami needs another star,416814339
6460,whats email,244800486
2513,forever grateful forever give thanks,448562247
4345,way wanted end hell series ... much respect boston fans .. yall made fun,416814339
1141,get everyday ill never waste time playing basketballu lames got codes everything ya life lock man,35936474
1090,good,35936474
5001,prodigal son returns brooklyn n,368148234
1432,let go back house outside full cool kids like billy dont fit lol,35936474
2023,nice meet,460116210
2946,played malik monk twice high school ... combined 80 plus games,448562247
6640,great experience soccer game thank seats access thank experience,289760136
1625,keep chasing dreams inspiration us,42562446
6057,random question thread,244800486
